penetration_rate,spend_per_consumer,adult_share,addressable_channel_share,achievable_share,tam_usd,sam_usd,som_usd
0.11890806899320278,227.0309521547095,0.6680080152411444,0.4962878778834089,0.025232699540097422,14782548503.01939,7336399626.272056,185117167.4758058
0.08681092344120386,383.0949233763207,0.642297484851284,0.44813277014854713,0.020839692494993296,17510084280.275852,7846842574.054546,163525786.2999184
0.10324590897965455,376.05808305895886,0.6162993851204808,0.5489994501136404,0.02065575600529504,19615110393.243675,10768684819.80913,222435326.13590196
0.1071732041810176,317.1427776326485,0.6512446692940086,0.47006584597342094,0.031241470569902643,18144978763.672268,8529334792.715363,266468961.90746367
0.07293141468641354,320.7094034348625,0.635911792598312,0.4387692774456545,0.0230877802083373,12192547403.120474,5349715214.289062,123513049.04470395
0.10797562413975043,164.43005671568386,0.7025360434007921,0.5212514409658329,0.024241689209004033,10224610724.22484,5329593073.316906,129198338.89380908
0.08477674000497744,422.22320882091856,0.6367420126526382,0.4137998041890864,0.031593700695374524,18683298917.678997,7731145433.741739,244255494.86604798
0.07530312826669783,371.06624791869154,0.6961891878125017,0.6140955487282214,0.016285362485448165,15946412248.853209,9792620780.205942,159476379.088186
0.13483375186936464,376.85915991892557,0.6680287018640881,0.5213838147764682,0.026493632386573075,27825569357.7023,14507801500.046026,384364359.67959285
0.13756392943231333,318.17235263266844,0.6296739056567434,0.6248067160036452,0.026223101097048982,22591962064.887173,14115609625.841085,370155058.26490855
0.12063655446859267,265.95986468397984,0.7056566297969094,0.47349171655029587,0.023832807241120794,18559218993.757126,8787636459.186916,209434045.83684704
0.09311509578763338,376.3527400619312,0.6835629695688048,0.6140032258885314,0.031247776776203766,19636539096.4003,12056898350.476051,376751268.26905507
0.07875152288276827,256.6262641092545,0.6531896432998274,0.43093393075705677,0.03493053529463531,10821079676.446419,4663170400.006355,162887038.24232063
0.11230449123973396,300.66242505803285,0.7167457120132308,0.3927932793276734,0.02447069928721915,19838673335.265736,7792497556.8695,190687864.41054344
